0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.562,0.794479898921876,20,0,0.48,-2,0,26.486,469.471,91.847,90.086,56.521,46.414,37.176,32.011,27.868,23.848,23.475,495.957,99.066,88.734,50.294,36.641,35.332,33.811,30.525,28.448,23.301,-8.83,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.839,0.720780898426443,20,-0.97,0,-1,0,0,291.066,249.458,240.616,209.798,185.892,160.655,141.785,139.007,138.068,108.904,291.066,249.458,240.616,209.798,185.892,160.655,141.785,139.007,138.068,108.904,-2.67,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.521,1,10.12,0,0.29,1,0,0,277.674,202.688,190.259,84.817,78.331,73.677,66.285,63.989,63.927,61.287,277.674,202.688,190.259,84.817,78.331,73.677,66.285,63.989,63.927,61.287,-9.24,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.732888298361785,10.55,-0.46,0,0,0,0,882.662,447.239,312.429,282.275,240.239,167.185,162.474,130.995,113.635,87.611,882.662,447.239,312.429,284.534,240.239,162.474,130.995,114.245,113.635,87.611,1.32,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0.495032808978,20,0,0.57,0,0,-51.1319999999999,697.617,646.485,621.625,336.542,280.788,188.133,161.78,147.807,113.523,103.935,646.485,621.625,420.561,336.542,280.788,188.133,161.78,147.807,113.523,103.935,-2.57,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.352,0.874519096760296,20,-0.01,0,0,0,0,957.693,181.847,118.008,92.114,86.393,68.513,59.63,47.143,44.697,42.507,957.693,181.847,118.008,92.114,86.393,68.513,59.63,47.143,44.697,42.507,-5.16,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.147,0.511961930258554,20,0,0.08,0,0,0,47.748,42.912,35.887,28.161,24.821,21.43,17.007,16.141,15.656,15.443,47.748,42.912,35.887,28.161,24.821,21.474,17.007,16.141,15.66,15.443,-7.81,-100,-100,0,snp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.566,0.262,0.536564140329808,11.44,-1.11,0,1,0,0,268.217,232.547,226.308,168.09,160.358,155.635,121,117.314,116.603,115.474,268.217,232.547,226.308,168.09,160.358,155.635,117.314,116.603,115.474,107.125,-7.51,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.940,0.536663282505407,20,0,0.19,0,0,0,104.192,101.964,76.847,44.178,37.848,35.62,32.283,30.921,29.996,25.835,104.192,101.964,76.847,44.178,37.848,35.873,32.283,30.921,29.996,25.835,-8.49,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,20,0,0.97,1,0,0,911.387,176.678,147.819,143.016,125.979,113.579,96.453,88.728,86.637,67.159,911.387,176.678,147.819,143.768,125.979,113.579,96.453,88.728,86.637,67.159,-0.44,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.499,0.414848507255737,20,-0.87,0,-1,0,0,176.413,132.028,92.237,92.173,82.545,68.339,60.09,59.975,45.812,43.125,176.413,132.028,92.237,92.173,82.545,68.339,60.09,59.975,45.812,43.125,0.17,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491,0.758259765867719,20,-0.87,0,0,0,0,628.372,354.314,342.862,324.412,278.76,224.489,190.605,184.816,174.434,158.088,628.372,354.314,342.862,324.412,278.76,224.489,190.605,184.816,174.434,158.088,372.49,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.130,1,-20,-0.59,0,0,0,0,192.342,157.528,43.631,42.872,27.789,20.496,16.31,16.268,15.538,15.33,192.342,157.528,43.631,42.872,27.789,20.496,16.31,16.268,15.538,15.33,-17.90,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.420,0.541748771220642,20,-0.38,0,0,0,5.37,490.587,99.066,88.734,50.294,36.641,35.332,33.811,30.525,28.448,23.301,495.957,99.066,88.734,50.294,36.641,35.332,33.811,30.525,28.448,23.301,2546.42,1.867,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,1,20,-0.19,0,0,0,0,265.425,222.835,161.222,128.511,125.994,123.573,123.392,98.599,91.115,85.059,265.425,222.835,222.285,161.222,128.511,125.994,123.573,98.599,91.115,85.059,-5.97,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,1,20,0,1.73,-1,0,0,305.285,276.751,276.437,197.993,137.841,118.683,106.889,101.242,99.983,89.226,305.285,279.941,276.437,197.993,137.841,118.683,101.242,99.983,89.226,82.743,118.80,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.805813525271521,20,0,0.47,0,0,78.417,879.276,181.847,117.57,92.114,86.393,69.044,68.513,59.63,47.143,44.697,957.693,181.847,118.008,92.114,86.393,68.513,59.63,47.143,44.697,42.507,-3.27,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.260,1,20,-1.73,0,1,0,0,264.488,125.463,88.627,51.64,50.719,49.017,34.884,25.104,23.847,19.076,264.488,125.463,88.627,58.359,51.64,49.017,34.884,25.104,23.847,23.217,530196.58,-100,0.3199,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.968,25.932,0.586199299702877,20,-0.32,0,0,0,0,1599.341,54.409,41.871,36.036,35.178,26.403,24.308,22.622,17.026,15.898,1599.341,54.409,41.871,36.036,35.178,26.403,24.308,22.622,17.026,15.898,-2.21,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090,0.600216036484447,20,0,0.28,0,0,0,701.559,336.009,223.494,209.175,188.756,168.208,154.549,147.137,134.15,129.046,701.559,336.009,223.494,209.175,168.208,159.569,154.549,149.777,134.15,129.046,-8.55,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.012,1,20,0,0.08,0,0,0,221.216,164.607,157.817,124.422,119.146,89.334,85.623,84.245,73.354,67.27,221.216,164.607,157.817,124.422,119.146,95.975,85.623,84.245,73.354,67.27,-5.78,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.226,0.40315520939906,-20,-1.96,0,1,0,0,235.295,159.757,90.948,76.181,68.149,63.183,62.511,61.077,57.44,56.719,235.295,159.757,90.948,76.181,68.149,63.183,62.511,61.077,57.44,56.719,0.00,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674,0.659681746910897,20,0,0.93,-1,0,0,202.402,160.825,106.893,74.154,73.609,68.13,66.565,62.604,54.318,45.392,202.402,160.825,106.893,74.154,73.609,68.13,66.565,62.604,54.318,45.392,11.36,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.887,0.640496885271928,20,0,1.4,0,0,0,495.957,99.066,88.734,50.294,36.641,35.332,33.811,30.525,28.448,23.301,495.957,99.066,88.734,50.294,36.641,35.332,33.811,30.525,28.448,23.301,-7.24,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.677,0.729808205426498,20,0,0.09,0,0,0,1599.341,54.409,41.871,36.036,35.178,26.403,24.308,22.622,17.026,15.898,1599.341,54.409,41.871,36.036,35.178,26.403,24.308,22.622,17.026,15.898,0.00,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.674192416357253,20,-0.19,0,0,0,0,163.526,93.49,86.36,82.53,81.376,81.339,78.142,77.599,71.221,65.028,163.526,93.49,87.199,82.53,81.376,81.339,78.142,77.599,71.221,65.488,-11.66,-100,-100,0,snp
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.284,22.105,0.579973518170585,-20,-1.84,0,1,0,0,512.633,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,85.544,512.633,141.893,141.685,120.82,113.477,109.147,105.234,100.794,96.531,85.544,-1.02,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.253,0.454639026663605,20,-0.59,0,0,0,0,991.163,362.758,322.562,315.156,311.633,309.696,289.129,285.291,260.528,224.968,991.163,362.758,322.562,315.156,311.633,309.696,289.129,285.291,260.528,224.968,-10.74,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.506,0.771487889862831,-20,-0.97,0,-1,0,0,1599.341,54.409,41.871,36.036,35.178,26.403,24.308,22.622,17.026,15.898,1599.341,54.409,41.871,36.036,35.178,26.403,24.308,22.622,17.026,15.898,-1.74,-100,-100,0,pd
