0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.198,59.457,1,20,-0.87,0,-1,0,0,215.315,187.937,162.855,162.295,157.28,137.83,137.446,136.022,119.463,110.722,215.315,187.937,162.855,162.295,157.28,137.83,137.446,136.022,119.463,110.722,-1.14,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0.577723735332359,20,0,1.84,-1,0,0,787.585,361.702,353.556,243.899,224.44,201.942,151.492,122.423,119.834,105.518,787.585,353.556,298.708,243.899,224.44,201.942,151.492,122.423,119.32,105.518,118.23,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.914,0.923157740537907,20,0,1.11,-1,0,0,183.053,107.102,103.877,99.345,75.277,73.706,63.912,55.558,47.586,47.236,183.053,107.102,103.877,99.345,75.277,73.706,63.912,55.558,47.586,47.236,-11.25,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,0.488943305597684,20,-0.87,0,0,0,0,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,259.628,152.532,143.915,141.749,121.489,108.691,104.817,101.436,86.06,80.741,470.04,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,1,20,0,0.19,0,0,0,488.83,370.846,369.031,261.066,255.276,239.457,219.73,213.83,206.3,166.229,488.83,370.846,369.031,261.066,255.276,239.457,219.73,213.83,206.3,166.229,-10.30,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.119,5.218,1,20,0,0.6,0,0,0,192.85,102.744,31.303,25.486,18.144,18.127,17.632,17.478,14.64,14.374,192.85,131.05,32.516,31.303,25.486,18.144,18.127,17.632,17.478,14.64,2050.46,-100,1.4792,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.493,0.81213715846488,20,-0.28,0,0,0,5.46199999999999,1054.806,460.551,161.183,115.115,103.558,102.872,92.689,86.358,64.521,60.864,1060.268,460.551,161.183,149.746,115.115,103.558,102.872,92.689,86.358,64.521,-5.76,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.190,0.39654443064006,20,0,0.48,-2,0,0,210.593,189.565,146.9,134.562,126.751,111.222,107.093,99.943,99.654,86.613,210.593,189.565,146.9,134.562,126.751,111.222,107.093,99.943,99.654,86.613,-2.57,-100,-100,0,pd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.506,0.401617007651521,20,0,0.19,0,0,0,787.585,353.556,298.708,243.899,224.44,201.942,151.492,122.423,119.32,105.518,787.585,353.556,298.708,243.899,224.44,201.942,151.492,122.423,119.32,105.518,-3.40,-100,-100,0,snp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.717144887360909,20,0,0.88,1,0,0,654.884,516.752,479.885,220.179,189.601,176.63,171.558,169.221,142.395,102.303,654.884,516.752,479.885,220.179,189.601,176.63,171.558,169.221,142.395,102.303,537.18,-1.2646,-100,0,pd
